StateName,InstituteType,Institute,Quota,Branch,Category,TotalSeats,SeatGender
Delhi,Central University,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi (200498)",IP University Quota,MBBS (MBBS),BC PH,1,Both
Delhi,Central University,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi (200498)",IP University Quota,MBBS (MBBS),EW NO,7,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,Central University,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi (200498)",IP University Quota,MBBS (MBBS),EW PH,1,Both
Delhi,Central University,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi (200498)",IP University Quota,MBBS (MBBS),OP NO,30,Both
Delhi,Central University,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi (200498)",IP University Quota,MBBS (MBBS),OP PH,2,Both
Delhi,Central University,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi (200498)",IP University Quota,MBBS (MBBS),SC NO,13,Both
Delhi,Central University,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi (200498)",IP University Quota,MBBS (MBBS),ST NO,6,Both
Delhi,All India except Central University,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi (904764)",All India,MBBS (MBBS),BC NO,26,Both
Delhi,All India except Central University,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi (904764)",All India,MBBS (MBBS),BC PH,1,Both
Delhi,All India except Central University,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi (904764)",All India,MBBS (MBBS),EW NO,10,Both
Delhi,All India except Central University,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi (904764)",All India,MBBS (MBBS),OP NO,39,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,All India except Central University,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi (904764)",All India,MBBS (MBBS),OP PH,2,Both
Delhi,All India except Central University,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi (904764)",All India,MBBS (MBBS),SC NO,14,Both
Delhi,All India except Central University,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi (904764)",All India,MBBS (MBBS),SC PH,1,Both
Delhi,All India except Central University,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi (904764)",All India,MBBS (MBBS),ST NO,6,Both
Delhi,All India except Central University,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi (904764)",All India,MBBS (MBBS),ST PH,1,Both
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),BC NO,1,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),BC PH,1,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),OP NO,3,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),SC PH,1,Female Only
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),ST NO,1,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing Delhi NCR,B.Sc. Nursing (BSCN),BC NO,10,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing Delhi NCR,B.Sc. Nursing (BSCN),BC PH,1,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing Delhi NCR,B.Sc. Nursing (BSCN),EW NO,2,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing Delhi NCR,B.Sc. Nursing (BSCN),EW PH,1,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing Delhi NCR,B.Sc. Nursing (BSCN),OP NO,17,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing Delhi NCR,B.Sc. Nursing (BSCN),OP PH,1,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing Delhi NCR,B.Sc. Nursing (BSCN),SC NO,6,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing Delhi NCR,B.Sc. Nursing (BSCN),ST NO,3,Female Only
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing Delhi NCR CW Quota,B.Sc. Nursing (BSCN),EW NO,1,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (200541)",B.Sc Nursing Delhi NCR CW Quota,B.Sc. Nursing (BSCN),OP NO,1,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital (200542)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),BC NO,14,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital (200542)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),EW NO,5,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital (200542)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),OP NO,20,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital (200542)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),OP PH,1,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital (200542)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),SC NO,7,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital (200542)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),SC PH,1,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital (200542)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),ST NO,3,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital (200542)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),ST PH,1,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital (200542)",B.Sc Nursing IP CW Quota,B.Sc. Nursing (BSCN),BC NO,1,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital (200542)",B.Sc Nursing IP CW Quota,B.Sc. Nursing (BSCN),OP NO,1,Female Only
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,B.Sc Nursing NEET UG,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital (200542)",B.Sc Nursing IP CW Quota,B.Sc. Nursing (BSCN),SC NO,1,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing RAK CON, New Delhi, Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station (200545)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),BC NO,18,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing RAK CON, New Delhi, Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station (200545)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),BC PH,1,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing RAK CON, New Delhi, Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station (200545)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),EW NO,8,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing RAK CON, New Delhi, Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station (200545)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),OP NO,25,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing RAK CON, New Delhi, Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station (200545)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),OP PH,2,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing RAK CON, New Delhi, Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station (200545)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),SC NO,10,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing RAK CON, New Delhi, Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station (200545)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),ST NO,5,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing RAK CON, New Delhi, Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station (200545)",B.Sc Nursing Delhi NCR CW Quota,B.Sc. Nursing (BSCN),BC NO,1,Female Only
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,B.Sc Nursing NEET UG,"College of Nursing RAK CON, New Delhi, Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station (200545)",B.Sc Nursing Delhi NCR CW Quota,B.Sc. Nursing (BSCN),OP NO,2,Female Only
Delhi,B.Sc Nursing NEET UG,"College of Nursing RAK CON, New Delhi, Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station (200545)",B.Sc Nursing Delhi NCR CW Quota,B.Sc. Nursing (BSCN),ST NO,1,Female Only
Delhi,All India except Central University,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital (904765)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),BC NO,13,Both
Delhi,All India except Central University,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital (904765)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),BC PH,1,Both
Delhi,All India except Central University,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital (904765)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),EW NO,4,Both
Delhi,All India except Central University,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital (904765)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),EW PH,1,Both
Delhi,All India except Central University,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital (904765)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),OP NO,20,Both
Delhi,All India except Central University,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital (904765)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),OP PH,1,Both
Delhi,All India except Central University,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital (904765)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),SC NO,7,Both
Delhi,All India except Central University,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital (904765)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),SC PH,1,Both
Delhi,All India except Central University,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital (904765)",B.Sc Nursing All India,B.Sc. Nursing (BSCN),ST NO,4,Both
Delhi,All India except Central University,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital (904765)",B.Sc Nursing Delhi NCR CW Quota,B.Sc. Nursing (BSCN),BC NO,1,Both
Delhi,All India except Central University,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital (904765)",B.Sc Nursing Delhi NCR CW Quota,B.Sc. Nursing (BSCN),OP NO,1,Both
Delhi,All India except Central University,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital (904765)",B.Sc Nursing Delhi NCR CW Quota,B.Sc. Nursing (BSCN),SC NO,1,Both
Delhi,All India except Central University,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL, ROHINI SEC-6, DELHI-110085 (200127)",All India,MBBS (MBBS),BC NO,5,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,All India except Central University,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL, ROHINI SEC-6, DELHI-110085 (200127)",All India,MBBS (MBBS),EW NO,2,Both
Delhi,All India except Central University,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL, ROHINI SEC-6, DELHI-110085 (200127)",All India,MBBS (MBBS),OP NO,7,Both
Delhi,All India except Central University,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL, ROHINI SEC-6, DELHI-110085 (200127)",All India,MBBS (MBBS),SC NO,3,Both
Delhi,All India except Central University,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL, ROHINI SEC-6, DELHI-110085 (200127)",All India,MBBS (MBBS),ST NO,2,Both
Delhi,Central University,"ESIC Dental College and Hospital, ESIC Hospital, Sector 15, Rohini (200496)",All India,BDS (BDS),BC NO,2,Both
Delhi,Central University,"ESIC Dental College and Hospital, ESIC Hospital, Sector 15, Rohini (200496)",All India,BDS (BDS),EW NO,1,Both
Delhi,Central University,"ESIC Dental College and Hospital, ESIC Hospital, Sector 15, Rohini (200496)",All India,BDS (BDS),OP NO,3,Both
Delhi,Central University,"ESIC Dental College and Hospital, ESIC Hospital, Sector 15, Rohini (200496)",All India,BDS (BDS),SC NO,2,Both
Delhi,Central University,"ESIC Dental College and Hospital, ESIC Hospital, Sector 15, Rohini (200496)",All India,BDS (BDS),ST NO,1,Both
Delhi,Central University,"ESIC Dental College and Hospital, ESIC Hospital, Sector 15, Rohini (200496)",IP University Quota,BDS (BDS),BC NO,13,Both
Delhi,Central University,"ESIC Dental College and Hospital, ESIC Hospital, Sector 15, Rohini (200496)",IP University Quota,BDS (BDS),BC PH,1,Both
Delhi,Central University,"ESIC Dental College and Hospital, ESIC Hospital, Sector 15, Rohini (200496)",IP University Quota,BDS (BDS),EW NO,5,Both
Delhi,Central University,"ESIC Dental College and Hospital, ESIC Hospital, Sector 15, Rohini (200496)",IP University Quota,BDS (BDS),EW PH,1,Both
Delhi,Central University,"ESIC Dental College and Hospital, ESIC Hospital, Sector 15, Rohini (200496)",IP University Quota,BDS (BDS),OP NO,21,Both
Delhi,Central University,"ESIC Dental College and Hospital, ESIC Hospital, Sector 15, Rohini (200496)",IP University Quota,BDS (BDS),OP PH,1,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,Central University,"ESIC Dental College and Hospital, ESIC Hospital, Sector 15, Rohini (200496)",IP University Quota,BDS (BDS),SC NO,7,Both
Delhi,Central University,"ESIC Dental College and Hospital, ESIC Hospital, Sector 15, Rohini (200496)",IP University Quota,BDS (BDS),ST NO,4,Both
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",All India,MBBS (MBBS),BC NO,2,Both
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",All India,MBBS (MBBS),EW NO,1,Both
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",All India,MBBS (MBBS),OP NO,3,Both
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",All India,MBBS (MBBS),SC NO,1,Both
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",Delhi NCR Children/Widows of Personnel of the,MBBS (MBBS),BC NO,1,Both
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",Delhi NCR Children/Widows of Personnel of the,MBBS (MBBS),OP NO,1,Both
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",Delhi NCR Children/Widows of Personnel of the,MBBS (MBBS),SC NO,1,Both
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",IP University Quota,MBBS (MBBS),BC NO,9,Both
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",IP University Quota,MBBS (MBBS),BC PH,1,Both
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",IP University Quota,MBBS (MBBS),EW NO,4,Both
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",IP University Quota,MBBS (MBBS),OP NO,16,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",IP University Quota,MBBS (MBBS),OP PH,1,Both
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",IP University Quota,MBBS (MBBS),SC NO,5,Both
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",IP University Quota,MBBS (MBBS),SC PH,1,Both
Delhi,All India except Central University,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI (904361)",IP University Quota,MBBS (MBBS),ST NO,3,Both
Delhi,Central University,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi, Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg (200325)",Jamia Internal Quota,BDS (BDS),OP NO,3,Both
Delhi,Central University,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi, Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg (200325)",Muslim OBC Quota,BDS (BDS),BC NO,4,Both
Delhi,Central University,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi, Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg (200325)",Muslim Quota,BDS (BDS),OP NO,15,Both
Delhi,Central University,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi, Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg (200325)",Muslim ST Quota,BDS (BDS),ST NO,1,Both
Delhi,Central University,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi, Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg (200325)",Muslim Women Quota,BDS (BDS),OP NO,5,Female Only
Delhi,Central University,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi, Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg (200325)",Non-Resident Indian(Jamia)Quota,BDS (BDS),OP NO,2,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,Central University,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi, Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg (200325)",Open Seat Quota,BDS (BDS),OP NO,18,Both
Delhi,Central University,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi, Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg (200325)",Open Seat Quota,BDS (BDS),OP PH,2,Both
Delhi,Deemed University,"Hamdard Institute of Medical Sciences & Research, New Delhi, HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi (200326)",Muslim Minority Quota,MBBS (MBBS),OP NO,75,Both
Delhi,Deemed University,"Hamdard Institute of Medical Sciences & Research, New Delhi, HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi (200326)",Non-Resident Indian,MBBS (MBBS),OP NO,23,Both
Delhi,Deemed University,"Hamdard Institute of Medical Sciences & Research, New Delhi, HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi (200326)",Self-Financed Merit Seat,MBBS (MBBS),OP NO,52,Both
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",All India,MBBS (MBBS),BC NO,9,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",All India,MBBS (MBBS),BC PH,1,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",All India,MBBS (MBBS),EW NO,2,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",All India,MBBS (MBBS),EW PH,1,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",All India,MBBS (MBBS),OP NO,13,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",All India,MBBS (MBBS),OP PH,1,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",All India,MBBS (MBBS),SC NO,6,Female Only
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",All India,MBBS (MBBS),ST NO,3,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi NCR Children/Widows of Personnel of the,MBBS (MBBS),BC NO,3,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi NCR Children/Widows of Personnel of the,MBBS (MBBS),EW NO,1,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi NCR Children/Widows of Personnel of the,MBBS (MBBS),OP NO,4,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi NCR Children/Widows of Personnel of the,MBBS (MBBS),SC NO,1,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi NCR Children/Widows of Personnel of the,MBBS (MBBS),ST NO,1,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi University Quota,MBBS (MBBS),BC NO,45,Female Only
